scenario_id,area,layer,cosine_distance,l2_distance,relative_l2,control_norm,partner_norm
scenario_001,civil_procedure,0,1.6022617199684674e-07,0.7634957353092857,0.0005664917671131933,1347.7613967807729,1347.7322556008705
scenario_001,civil_procedure,1,2.3724925922730122e-06,8.150784781385049,0.006280362885360637,1297.820672175539,1305.4624044713794
scenario_001,civil_procedure,2,2.673986796764005e-06,4.525661573069801,0.004088054843777331,1107.0452197965437,1110.7742050584545
scenario_001,civil_procedure,3,4.965673775725321e-06,4.646667790330529,0.00460474054284515,1009.105235592595,1012.488221344972
scenario_001,civil_procedure,4,2.166446470996952e-06,2.9209022510788083,0.002081559117943494,1403.228102387289,1403.2245899912905
scenario_001,civil_procedure,5,1.7145972234011708e-05,7.1083350552808,0.005872520419817103,1210.4402449233519,1210.9537950289002
scenario_001,civil_procedure,6,2.452345848313886e-05,11.131722817045738,0.009705630486684859,1146.9345378764763,1154.6133458599534
scenario_001,civil_procedure,7,8.538600919760775e-06,8.614695102969067,0.004136033294582806,2082.8398829023486,2083.180700742976
scenario_001,civil_procedure,8,2.7488870075753624e-06,18.317136247617363,0.004901413139449976,3737.1133031387076,3753.188290161681
scenario_001,civil_procedure,9,3.041133457060141e-06,18.676985465962332,0.004860196468498349,3842.84577527232,3858.9278845848667
scenario_001,civil_procedure,10,3.408094288781527e-06,34.90740441775799,0.006442004678819086,5418.717644296562,5450.611351289863
scenario_001,civil_procedure,11,3.7533547937451672e-06,37.21555887293773,0.005348587579460781,6958.01617156835,6926.028066544335
scenario_001,civil_procedure,12,4.648584952526846e-06,68.52084111853192,0.008546184231548334,8017.711678340196,7953.663075747312
scenario_001,civil_procedure,13,3.4610145318580976e-06,70.64778678718392,0.006284778722294011,11241.093745524382,11176.895440393571
scenario_001,civil_procedure,14,2.875716468397904e-06,73.645525237702,0.004843771521422461,15204.16991428916,15140.140841124063
scenario_001,civil_procedure,15,3.47240209386257e-06,137.56014778140084,0.0071040541966464615,19363.611815678076,19235.799330236976
scenario_001,civil_procedure,16,4.2334031531421346e-06,141.28032193536168,0.006843455111202481,20644.589558875174,20772.37550544443
scenario_001,civil_procedure,17,4.1893526727676544e-06,151.26007072560313,0.005413219444099129,27942.719168809886,28070.42059857513
scenario_001,civil_procedure,18,3.878820770575331e-06,272.50972380525195,0.008054243366855814,33834.30465072144,34089.87035861734
scenario_001,civil_procedure,19,4.624231602523565e-06,281.5160732863848,0.00727396597828483,38701.8682967177,38957.42095384474
scenario_001,civil_procedure,20,7.217838129514043e-06,544.4090861110914,0.011180105033034484,48694.451841238995,49206.10840766501
scenario_001,civil_procedure,21,1.4424203708673922e-05,380.896741921934,0.007283848768799404,52293.33474817835,52549.86288701445
scenario_001,civil_procedure,22,5.246477499953883e-05,1398.5726975235077,0.025969954837988224,53853.489782651035,55135.8480408675
scenario_001,civil_procedure,23,0.00011837408662840332,1152.0274834202273,0.017267940395059894,66714.81699982041,67229.88728788558
scenario_001,civil_procedure,24,0.00010901195547785569,1169.1477768546392,0.016507155368287025,70826.72639652774,71341.7534660577
scenario_001,civil_procedure,25,0.0005423801161293929,2854.1742358684182,0.03969111704537751,71909.64750640142,73463.92459397308
scenario_001,civil_procedure,26,0.002052863591476828,5978.694708753006,0.08241055323141118,72547.68320708467,76161.44398156976
scenario_001,civil_procedure,27,0.0028504904335896475,7144.985804114044,0.10265334333120359,69603.05015162793,74249.36627916706
scenario_001,civil_procedure,28,0.003151776424762609,6621.0437316856105,0.09711981578803065,68173.97333347917,71778.4530118641
scenario_001,civil_procedure,29,0.006428046892262729,8565.727156297984,0.12813144976449103,66851.09059518186,70434.04622181664
scenario_001,civil_procedure,30,0.00645726478244657,7994.820928321184,0.12829289563116275,62316.941939684584,65646.40570442266
scenario_001,civil_procedure,31,0.00736878367617988,7758.900490258511,0.1296708160100462,59835.364108893955,62156.77894951246
scenario_001,civil_procedure,32,0.009389111447968501,8180.495528645014,0.14508642898797322,56383.60242034165,58593.318931854345
scenario_001,civil_procedure,33,0.009023609313426606,8243.17767151044,0.14231212748454147,57923.22704476362,60170.557970675196
scenario_001,civil_procedure,34,0.0097783856434005,8453.939453938123,0.14976729973021133,56447.164829485,58970.97218241125
scenario_001,civil_procedure,35,0.012130595597159566,9182.375110454697,0.16562921421653956,55439.3447671006,57960.73388106193
scenario_001,civil_procedure,36,0.013943567113678612,9414.686286026123,0.1755870863523799,53618.32969385972,55874.33712446751
scenario_001,civil_procedure,37,0.013772200918873101,9616.231227482253,0.17443960146550255,55126.422823110915,57423.843412563256
scenario_001,civil_procedure,38,0.01283610538883273,9909.228015165494,0.16413745982992226,60371.52046481861,61882.47501543831
scenario_001,civil_procedure,39,0.011639179941396405,10228.387226246843,0.15456823967040567,66173.9258210962,67214.0911838929
scenario_001,civil_procedure,40,0.01151884641873857,12075.471125163329,0.15259626854313432,79133.46270161227,79765.77368869206
scenario_001,civil_procedure,41,0.012258356613807142,14484.905994552943,0.16920072940359906,85607.82241075159,90147.52092111112
scenario_001,civil_procedure,42,0.014583766855265523,16021.796287347259,0.17846753508123583,89774.29020944549,93296.04562862728
scenario_001,civil_procedure,43,0.01550630744896675,17687.70352195429,0.18333650687224512,96476.71281464776,100122.21392026155
scenario_001,civil_procedure,44,0.01573082586886443,20568.869452723615,0.20160915162620682,102023.49093189629,110326.97399325091
scenario_001,civil_procedure,45,0.01724479336424667,23620.891736495923,0.22039324115563666,107176.11671138041,118180.52283889976
